שם תחנה,מספר תחנה,תאריך,טמפרטורת מקסימום(C°),טמפרטורת מינימום(C°),משך זהירת שמש(דקות)
ירושלים מרכז                                      ,6771,06-01-2008,9.9,4.8,-
ירושלים מרכז                                      ,6771,07-01-2008,11.1,4.8,-
ירושלים מרכז                                      ,6771,08-01-2008,9.3,6.3,-
ירושלים מרכז                                      ,6771,09-01-2008,11.3,7.6,-
ירושלים מרכז                                      ,6771,10-01-2008,8.6,4.8,-
ירושלים מרכז                                      ,6771,11-01-2008,6.4,2.6,-
ירושלים מרכז                                      ,6771,12-01-2008,7.4,1.2,-
ירושלים מרכז                                      ,6771,13-01-2008,7.6,1.9,-
ירושלים מרכז                                      ,6771,14-01-2008,6.5,-0.2,-
ירושלים מרכז                                      ,6771,15-01-2008,9.5,0.5,-
ירושלים מרכז                                      ,6771,16-01-2008,11.7,2.4,-
ירושלים מרכז                                      ,6771,17-01-2008,10.1,4.3,-
ירושלים מרכז                                      ,6771,18-01-2008,9.3,2.8,-
ירושלים מרכז                                      ,6771,19-01-2008,12.7,4.4,-
ירושלים מרכז                                      ,6771,20-01-2008,13.9,6.9,-
ירושלים מרכז                                      ,6771,21-01-2008,12.3,7.3,-
ירושלים מרכז                                      ,6771,22-01-2008,10.1,2.5,-
ירושלים מרכז                                      ,6771,23-01-2008,9.9,2.8,-
ירושלים מרכז                                      ,6771,24-01-2008,11.4,4.3,-
ירושלים מרכז                                      ,6771,25-01-2008,11.2,4.0,-
ירושלים מרכז                                      ,6771,26-01-2008,8.1,5.5,-
ירושלים מרכז                                      ,6771,27-01-2008,10.1,5.9,-
ירושלים מרכז                                      ,6771,28-01-2008,9.8,5.8,-
ירושלים מרכז                                      ,6771,29-01-2008,7.9,3.5,-
ירושלים מרכז                                      ,6771,30-01-2008,3.5,0.1,-
ירושלים מרכז                                      ,6771,31-01-2008,4.7,-0.8,-
ירושלים מרכז                                      ,6771,01-02-2008,7.8,2.7,-
ירושלים מרכז                                      ,6771,02-02-2008,12.2,5.1,-
ירושלים מרכז                                      ,6771,03-02-2008,12.0,5.2,-
ירושלים מרכז                                      ,6771,04-02-2008,13.7,5.5,-
ירושלים מרכז                                      ,6771,05-02-2008,15.5,6.4,-
ירושלים מרכז                                      ,6771,06-02-2008,15.5,8.0,-
ירושלים מרכז                                      ,6771,07-02-2008,16.4,8.8,-
ירושלים מרכז                                      ,6771,08-02-2008,12.6,6.5,-
ירושלים מרכז                                      ,6771,09-02-2008,15.5,7.4,-
ירושלים מרכז                                      ,6771,10-02-2008,18.8,9.4,-
ירושלים מרכז                                      ,6771,11-02-2008,15.1,7.9,-
ירושלים מרכז                                      ,6771,12-02-2008,10.4,6.8,-
ירושלים מרכז                                      ,6771,13-02-2008,10.0,6.3,-
ירושלים מרכז                                      ,6771,14-02-2008,9.1,3.6,-
ירושלים מרכז                                      ,6771,15-02-2008,9.5,2.9,-
ירושלים מרכז                                      ,6771,16-02-2008,12.7,5.3,-
ירושלים מרכז                                      ,6771,17-02-2008,15.8,6.6,-
ירושלים מרכז                                      ,6771,18-02-2008,11.9,3.0,-
ירושלים מרכז                                      ,6771,19-02-2008,3.9,0.1,-
ירושלים מרכז                                      ,6771,20-02-2008,9.6,3.6,-
ירושלים מרכז                                      ,6771,21-02-2008,13.1,3.7,-
ירושלים מרכז                                      ,6771,22-02-2008,14.8,6.7,-
ירושלים מרכז                                      ,6771,23-02-2008,17.8,8.8,-
ירושלים מרכז                                      ,6771,24-02-2008,16.7,10.1,-
ירושלים מרכז                                      ,6771,25-02-2008,12.7,6.0,-
ירושלים מרכז                                      ,6771,26-02-2008,10.1,4.6,-
ירושלים מרכז                                      ,6771,27-02-2008,13.6,6.4,-
ירושלים מרכז                                      ,6771,28-02-2008,18.6,9.1,-
ירושלים מרכז                                      ,6771,29-02-2008,20.4,10.7,-
ירושלים מרכז                                      ,6771,01-03-2008,15.9,8.8,-
ירושלים מרכז                                      ,6771,02-03-2008,12.0,8.1,-
ירושלים מרכז                                      ,6771,03-03-2008,12.7,7.8,-
ירושלים מרכז                                      ,6771,04-03-2008,17.4,8.2,-
ירושלים מרכז                                      ,6771,05-03-2008,21.6,11.5,-
ירושלים מרכז                                      ,6771,06-03-2008,24.4,15.1,-
ירושלים מרכז                                      ,6771,07-03-2008,26.4,16.8,-
ירושלים מרכז                                      ,6771,08-03-2008,26.7,19.1,-
ירושלים מרכז                                      ,6771,09-03-2008,28.5,20.2,-
ירושלים מרכז                                      ,6771,10-03-2008,24.7,12.1,-
ירושלים מרכז                                      ,6771,11-03-2008,16.7,9.5,-
ירושלים מרכז                                      ,6771,12-03-2008,19.3,7.9,-
ירושלים מרכז                                      ,6771,13-03-2008,15.0,8.9,-
ירושלים מרכז                                      ,6771,14-03-2008,13.9,8.9,-
ירושלים מרכז                                      ,6771,15-03-2008,14.8,8.6,-
ירושלים מרכז                                      ,6771,16-03-2008,20.2,8.9,-
ירושלים מרכז                                      ,6771,17-03-2008,23.1,13.4,-
ירושלים מרכז                                      ,6771,18-03-2008,22.3,13.5,-
ירושלים מרכז                                      ,6771,19-03-2008,22.4,13.1,-
ירושלים מרכז                                      ,6771,20-03-2008,23.9,14.6,-
ירושלים מרכז                                      ,6771,21-03-2008,28.2,17.3,-
ירושלים מרכז                                      ,6771,22-03-2008,29.6,21.1,-
ירושלים מרכז                                      ,6771,23-03-2008,31.8,21.2,-
ירושלים מרכז                                      ,6771,24-03-2008,32.7,23.9,-
ירושלים מרכז                                      ,6771,25-03-2008,30.1,17.2,-
ירושלים מרכז                                      ,6771,26-03-2008,17.2,10.6,-
ירושלים מרכז                                      ,6771,27-03-2008,16.0,8.8,-
ירושלים מרכז                                      ,6771,28-03-2008,22.6,9.0,-
ירושלים מרכז                                      ,6771,29-03-2008,23.6,14.1,-
ירושלים מרכז                                      ,6771,30-03-2008,17.2,10.4,-
ירושלים מרכז                                      ,6771,31-03-2008,14.8,9.3,-
ירושלים מרכז                                      ,6771,01-04-2008,15.6,8.5,-
ירושלים מרכז                                      ,6771,02-04-2008,19.9,7.9,-
ירושלים מרכז                                      ,6771,03-04-2008,23.8,13.8,-
ירושלים מרכז                                      ,6771,04-04-2008,16.4,9.2,-
ירושלים מרכז                                      ,6771,05-04-2008,22.2,9.1,-
ירושלים מרכז                                      ,6771,06-04-2008,28.1,15.7,-
ירושלים מרכז                                      ,6771,07-04-2008,15.7,10.4,-
ירושלים מרכז                                      ,6771,08-04-2008,15.2,8.7,-
ירושלים מרכז                                      ,6771,09-04-2008,18.0,8.4,-
ירושלים מרכז                                      ,6771,10-04-2008,24.3,12.6,-
ירושלים מרכז                                      ,6771,11-04-2008,22.8,13.8,-
ירושלים מרכז                                      ,6771,12-04-2008,23.8,12.9,-
ירושלים מרכז                                      ,6771,13-04-2008,28.9,18.2,-
ירושלים מרכז                                      ,6771,14-04-2008,31.6,21.6,-
ירושלים מרכז                                      ,6771,15-04-2008,31.9,22.7,-
ירושלים מרכז                                      ,6771,16-04-2008,22.7,12.3,-
ירושלים מרכז                                      ,6771,17-04-2008,19.0,9.6,-
ירושלים מרכז                                      ,6771,18-04-2008,27.5,11.3,-
ירושלים מרכז                                      ,6771,19-04-2008,23.9,15.9,-
ירושלים מרכז                                      ,6771,20-04-2008,24.9,14.3,-
ירושלים מרכז                                      ,6771,21-04-2008,30.3,17.8,-
ירושלים מרכז                                      ,6771,22-04-2008,31.6,22.8,-
ירושלים מרכז                                      ,6771,23-04-2008,34.6,25.3,-
ירושלים מרכז                                      ,6771,24-04-2008,35.6,25.5,-
ירושלים מרכז                                      ,6771,25-04-2008,32.9,19.0,-
ירושלים מרכז                                      ,6771,26-04-2008,27.9,15.4,-
ירושלים מרכז                                      ,6771,27-04-2008,22.6,12.5,-
ירושלים מרכז                                      ,6771,28-04-2008,21.2,10.5,-
ירושלים מרכז                                      ,6771,29-04-2008,17.9,11.3,-
ירושלים מרכז                                      ,6771,30-04-2008,17.5,9.8,-
ירושלים מרכז                                      ,6771,01-05-2008,18.0,9.7,-
ירושלים מרכז                                      ,6771,02-05-2008,19.6,10.0,-
ירושלים מרכז                                      ,6771,03-05-2008,23.4,12.2,-
ירושלים מרכז                                      ,6771,04-05-2008,23.9,13.8,-
ירושלים מרכז                                      ,6771,05-05-2008,26.0,14.6,-
ירושלים מרכז                                      ,6771,06-05-2008,21.6,12.4,-
ירושלים מרכז                                      ,6771,07-05-2008,20.8,10.6,-
ירושלים מרכז                                      ,6771,08-05-2008,21.3,11.1,-
ירושלים מרכז                                      ,6771,09-05-2008,17.5,11.5,-
ירושלים מרכז                                      ,6771,10-05-2008,21.1,11.3,-
ירושלים מרכז                                      ,6771,11-05-2008,23.4,12.8,-
ירושלים מרכז                                      ,6771,12-05-2008,28.6,16.3,-
ירושלים מרכז                                      ,6771,13-05-2008,24.6,18.0,-
ירושלים מרכז                                      ,6771,14-05-2008,28.8,16.2,-
ירושלים מרכז                                      ,6771,15-05-2008,28.6,14.9,-
ירושלים מרכז                                      ,6771,16-05-2008,21.6,12.9,-
ירושלים מרכז                                      ,6771,17-05-2008,21.3,12.1,-
ירושלים מרכז                                      ,6771,18-05-2008,22.1,12.3,-
ירושלים מרכז                                      ,6771,19-05-2008,26.9,14.8,-
ירושלים מרכז                                      ,6771,20-05-2008,30.6,18.8,-
ירושלים מרכז                                      ,6771,21-05-2008,30.9,20.0,-
ירושלים מרכז                                      ,6771,22-05-2008,27.1,19.0,-
ירושלים מרכז                                      ,6771,23-05-2008,25.4,15.8,-
ירושלים מרכז                                      ,6771,24-05-2008,24.7,15.2,-
ירושלים מרכז                                      ,6771,25-05-2008,24.3,15.9,-
ירושלים מרכז                                      ,6771,26-05-2008,23.0,12.8,-
ירושלים מרכז                                      ,6771,27-05-2008,25.0,14.1,-
ירושלים מרכז                                      ,6771,28-05-2008,25.5,16.3,-
ירושלים מרכז                                      ,6771,29-05-2008,30.7,17.6,-
ירושלים מרכז                                      ,6771,30-05-2008,29.0,19.0,-
ירושלים מרכז                                      ,6771,31-05-2008,29.9,20.0,-
ירושלים מרכז                                      ,6771,01-06-2008,29.2,19.7,-
ירושלים מרכז                                      ,6771,02-06-2008,28.7,20.1,-
ירושלים מרכז                                      ,6771,03-06-2008,27.2,18.5,-
ירושלים מרכז                                      ,6771,04-06-2008,30.9,17.9,-
ירושלים מרכז                                      ,6771,05-06-2008,35.1,24.1,-
ירושלים מרכז                                      ,6771,06-06-2008,28.5,17.1,-
ירושלים מרכז                                      ,6771,07-06-2008,25.0,15.6,-
ירושלים מרכז                                      ,6771,08-06-2008,30.4,16.8,-
ירושלים מרכז                                      ,6771,09-06-2008,34.0,20.0,-
ירושלים מרכז                                      ,6771,10-06-2008,23.7,16.5,-
ירושלים מרכז                                      ,6771,11-06-2008,22.8,16.2,-
ירושלים מרכז                                      ,6771,12-06-2008,26.9,15.4,-
ירושלים מרכז                                      ,6771,13-06-2008,29.3,18.4,-
ירושלים מרכז                                      ,6771,14-06-2008,29.2,17.9,-
ירושלים מרכז                                      ,6771,15-06-2008,31.2,21.4,-
ירושלים מרכז                                      ,6771,16-06-2008,26.8,15.8,-
ירושלים מרכז                                      ,6771,17-06-2008,28.3,15.6,-
ירושלים מרכז                                      ,6771,18-06-2008,31.2,18.2,-
ירושלים מרכז                                      ,6771,19-06-2008,31.6,20.1,-
ירושלים מרכז                                      ,6771,20-06-2008,30.8,21.6,-
ירושלים מרכז                                      ,6771,21-06-2008,33.6,23.6,-
ירושלים מרכז                                      ,6771,22-06-2008,30.4,23.0,-
ירושלים מרכז                                      ,6771,23-06-2008,29.1,17.0,-
ירושלים מרכז                                      ,6771,24-06-2008,31.0,19.2,-
ירושלים מרכז                                      ,6771,25-06-2008,34.7,20.7,-
ירושלים מרכז                                      ,6771,26-06-2008,34.2,20.8,-
ירושלים מרכז                                      ,6771,27-06-2008,32.6,22.5,-
ירושלים מרכז                                      ,6771,28-06-2008,30.4,21.2,-
ירושלים מרכז                                      ,6771,29-06-2008,27.5,18.8,-
ירושלים מרכז                                      ,6771,30-06-2008,30.5,18.8,-
ירושלים מרכז                                      ,6771,01-07-2008,30.9,21.6,-
ירושלים מרכז                                      ,6771,02-07-2008,30.5,20.4,-
ירושלים מרכז                                      ,6771,03-07-2008,29.0,17.6,-
ירושלים מרכז                                      ,6771,04-07-2008,29.4,18.3,-
ירושלים מרכז                                      ,6771,05-07-2008,29.4,21.1,-
ירושלים מרכז                                      ,6771,06-07-2008,28.3,19.2,-
ירושלים מרכז                                      ,6771,07-07-2008,29.6,18.5,-
ירושלים מרכז                                      ,6771,08-07-2008,29.5,19.9,-
ירושלים מרכז                                      ,6771,09-07-2008,31.4,19.9,-
ירושלים מרכז                                      ,6771,10-07-2008,33.6,21.7,-
ירושלים מרכז                                      ,6771,11-07-2008,33.4,22.9,-
ירושלים מרכז                                      ,6771,12-07-2008,30.5,19.8,-
ירושלים מרכז                                      ,6771,13-07-2008,30.5,20.1,-
ירושלים מרכז                                      ,6771,14-07-2008,30.5,20.1,-
ירושלים מרכז                                      ,6771,15-07-2008,30.5,21.7,-
ירושלים מרכז                                      ,6771,16-07-2008,31.4,21.0,-
ירושלים מרכז                                      ,6771,17-07-2008,32.0,22.5,-
ירושלים מרכז                                      ,6771,18-07-2008,30.7,18.9,-
ירושלים מרכז                                      ,6771,19-07-2008,32.4,18.6,-
ירושלים מרכז                                      ,6771,20-07-2008,31.8,19.0,-
ירושלים מרכז                                      ,6771,21-07-2008,33.3,21.5,-
ירושלים מרכז                                      ,6771,22-07-2008,33.4,23.5,-
ירושלים מרכז                                      ,6771,23-07-2008,31.7,23.1,-
ירושלים מרכז                                      ,6771,24-07-2008,30.6,22.5,-
ירושלים מרכז                                      ,6771,25-07-2008,28.5,19.2,-
ירושלים מרכז                                      ,6771,26-07-2008,26.5,18.0,-
ירושלים מרכז                                      ,6771,27-07-2008,26.7,18.0,-
ירושלים מרכז                                      ,6771,28-07-2008,26.3,18.1,-
ירושלים מרכז                                      ,6771,29-07-2008,27.5,18.7,-
ירושלים מרכז                                      ,6771,30-07-2008,28.2,18.6,-
ירושלים מרכז                                      ,6771,31-07-2008,29.6,18.0,-
ירושלים מרכז                                      ,6771,01-08-2008,31.1,18.8,-
ירושלים מרכז                                      ,6771,02-08-2008,30.4,20.6,-
ירושלים מרכז                                      ,6771,03-08-2008,30.3,19.4,-
ירושלים מרכז                                      ,6771,04-08-2008,29.6,19.2,-
ירושלים מרכז                                      ,6771,05-08-2008,28.9,18.7,-
ירושלים מרכז                                      ,6771,06-08-2008,30.9,18.6,-
ירושלים מרכז                                      ,6771,07-08-2008,30.9,19.7,-
ירושלים מרכז                                      ,6771,08-08-2008,30.3,20.8,-
ירושלים מרכז                                      ,6771,09-08-2008,29.4,19.2,-
ירושלים מרכז                                      ,6771,10-08-2008,30.4,18.7,-
ירושלים מרכז                                      ,6771,11-08-2008,30.9,21.0,-
ירושלים מרכז                                      ,6771,12-08-2008,30.3,21.6,-
ירושלים מרכז                                      ,6771,13-08-2008,28.4,18.7,-
ירושלים מרכז                                      ,6771,14-08-2008,29.0,18.7,-
ירושלים מרכז                                      ,6771,15-08-2008,29.8,19.0,-
ירושלים מרכז                                      ,6771,16-08-2008,31.0,22.1,-
ירושלים מרכז                                      ,6771,17-08-2008,33.2,23.8,-
ירושלים מרכז                                      ,6771,18-08-2008,33.8,24.8,-
ירושלים מרכז                                      ,6771,19-08-2008,30.8,22.1,-
ירושלים מרכז                                      ,6771,20-08-2008,31.4,20.3,-
ירושלים מרכז                                      ,6771,21-08-2008,29.0,20.5,-
ירושלים מרכז                                      ,6771,22-08-2008,29.8,20.0,-
ירושלים מרכז                                      ,6771,23-08-2008,28.7,20.2,-
ירושלים מרכז                                      ,6771,24-08-2008,28.8,20.0,-
ירושלים מרכז                                      ,6771,25-08-2008,32.9,20.2,-
ירושלים מרכז                                      ,6771,26-08-2008,34.3,23.5,-
ירושלים מרכז                                      ,6771,27-08-2008,32.8,23.7,-
ירושלים מרכז                                      ,6771,28-08-2008,34.6,24.2,-
ירושלים מרכז                                      ,6771,29-08-2008,32.6,23.8,-
ירושלים מרכז                                      ,6771,30-08-2008,31.8,20.8,-
ירושלים מרכז                                      ,6771,31-08-2008,31.1,20.7,-
ירושלים מרכז                                      ,6771,01-09-2008,30.6,19.9,-
ירושלים מרכז                                      ,6771,02-09-2008,29.0,19.7,-
ירושלים מרכז                                      ,6771,03-09-2008,28.9,19.0,-
ירושלים מרכז                                      ,6771,04-09-2008,33.1,19.6,-
ירושלים מרכז                                      ,6771,05-09-2008,32.7,20.5,-
ירושלים מרכז                                      ,6771,06-09-2008,34.7,20.4,-
ירושלים מרכז                                      ,6771,07-09-2008,33.0,21.6,-
ירושלים מרכז                                      ,6771,08-09-2008,29.9,19.1,-
ירושלים מרכז                                      ,6771,09-09-2008,28.8,17.7,-
ירושלים מרכז                                      ,6771,10-09-2008,28.9,19.1,-
ירושלים מרכז                                      ,6771,11-09-2008,30.3,21.4,-
ירושלים מרכז                                      ,6771,12-09-2008,31.8,21.9,-
ירושלים מרכז                                      ,6771,13-09-2008,25.4,18.4,-
ירושלים מרכז                                      ,6771,14-09-2008,27.3,18.4,-
ירושלים מרכז                                      ,6771,15-09-2008,32.1,19.0,-
ירושלים מרכז                                      ,6771,16-09-2008,32.3,22.3,-
ירושלים מרכז                                      ,6771,17-09-2008,32.6,23.4,-
ירושלים מרכז                                      ,6771,18-09-2008,28.8,21.1,-
ירושלים מרכז                                      ,6771,19-09-2008,26.6,18.4,-
ירושלים מרכז                                      ,6771,20-09-2008,26.7,17.9,-
ירושלים מרכז                                      ,6771,21-09-2008,29.1,17.9,-
ירושלים מרכז                                      ,6771,22-09-2008,31.5,21.5,-
ירושלים מרכז                                      ,6771,23-09-2008,26.4,19.2,-
ירושלים מרכז                                      ,6771,24-09-2008,24.4,17.6,-
ירושלים מרכז                                      ,6771,25-09-2008,29.0,16.5,-
ירושלים מרכז                                      ,6771,26-09-2008,24.9,19.9,-
ירושלים מרכז                                      ,6771,27-09-2008,22.4,18.3,-
ירושלים מרכז                                      ,6771,28-09-2008,23.8,16.6,-
ירושלים מרכז                                      ,6771,29-09-2008,28.2,16.7,-
ירושלים מרכז                                      ,6771,30-09-2008,23.9,16.8,-
ירושלים מרכז                                      ,6771,01-10-2008,23.3,15.3,-
ירושלים מרכז                                      ,6771,02-10-2008,23.1,15.8,-
ירושלים מרכז                                      ,6771,03-10-2008,28.3,15.5,-
ירושלים מרכז                                      ,6771,04-10-2008,31.1,20.2,-
ירושלים מרכז                                      ,6771,05-10-2008,33.2,23.5,-
ירושלים מרכז                                      ,6771,06-10-2008,29.8,19.0,-
ירושלים מרכז                                      ,6771,07-10-2008,25.1,17.0,-
ירושלים מרכז                                      ,6771,08-10-2008,25.0,15.7,-
ירושלים מרכז                                      ,6771,09-10-2008,23.9,14.9,-
ירושלים מרכז                                      ,6771,10-10-2008,22.8,15.5,-
ירושלים מרכז                                      ,6771,11-10-2008,22.2,15.3,-
ירושלים מרכז                                      ,6771,12-10-2008,23.4,15.1,-
ירושלים מרכז                                      ,6771,13-10-2008,27.1,17.3,-
ירושלים מרכז                                      ,6771,14-10-2008,34.3,22.5,-
ירושלים מרכז                                      ,6771,15-10-2008,24.0,16.8,-
ירושלים מרכז                                      ,6771,16-10-2008,22.7,15.1,-
ירושלים מרכז                                      ,6771,17-10-2008,23.6,14.7,-
ירושלים מרכז                                      ,6771,18-10-2008,27.6,16.5,-
ירושלים מרכז                                      ,6771,19-10-2008,28.5,17.1,-
ירושלים מרכז                                      ,6771,20-10-2008,26.3,16.4,-
ירושלים מרכז                                      ,6771,21-10-2008,23.4,16.9,-
ירושלים מרכז                                      ,6771,22-10-2008,21.8,15.8,-
ירושלים מרכז                                      ,6771,23-10-2008,22.6,15.4,-
ירושלים מרכז                                      ,6771,24-10-2008,21.8,14.8,-
ירושלים מרכז                                      ,6771,25-10-2008,20.5,15.4,-
ירושלים מרכז                                      ,6771,26-10-2008,20.9,15.2,-
ירושלים מרכז                                      ,6771,27-10-2008,19.7,13.8,-
ירושלים מרכז                                      ,6771,28-10-2008,15.4,12.1,-
ירושלים מרכז                                      ,6771,29-10-2008,17.2,11.3,-
ירושלים מרכז                                      ,6771,30-10-2008,18.8,12.1,-
ירושלים מרכז                                      ,6771,31-10-2008,20.4,14.2,-
ירושלים מרכז                                      ,6771,01-11-2008,21.7,13.7,-
ירושלים מרכז                                      ,6771,02-11-2008,22.7,14.9,-
ירושלים מרכז                                      ,6771,03-11-2008,21.9,14.8,-
ירושלים מרכז                                      ,6771,04-11-2008,21.6,14.5,-
ירושלים מרכז                                      ,6771,05-11-2008,21.7,14.3,-
ירושלים מרכז                                      ,6771,06-11-2008,21.4,14.0,-
ירושלים מרכז                                      ,6771,07-11-2008,22.9,14.8,-
ירושלים מרכז                                      ,6771,08-11-2008,21.9,14.7,-
ירושלים מרכז                                      ,6771,09-11-2008,23.2,15.1,-
ירושלים מרכז                                      ,6771,10-11-2008,23.2,14.3,-
ירושלים מרכז                                      ,6771,11-11-2008,23.6,15.3,-
ירושלים מרכז                                      ,6771,12-11-2008,22.0,14.7,-
ירושלים מרכז                                      ,6771,13-11-2008,18.1,12.8,-
ירושלים מרכז                                      ,6771,14-11-2008,18.1,11.9,-
ירושלים מרכז                                      ,6771,15-11-2008,19.5,11.7,-
ירושלים מרכז                                      ,6771,16-11-2008,21.1,13.1,-
ירושלים מרכז                                      ,6771,17-11-2008,22.1,12.8,-
ירושלים מרכז                                      ,6771,18-11-2008,22.5,14.1,-
ירושלים מרכז                                      ,6771,19-11-2008,24.1,17.4,-
ירושלים מרכז                                      ,6771,20-11-2008,19.7,14.5,-
ירושלים מרכז                                      ,6771,21-11-2008,19.0,13.6,-
ירושלים מרכז                                      ,6771,22-11-2008,16.6,11.7,-
ירושלים מרכז                                      ,6771,23-11-2008,20.1,11.1,-
ירושלים מרכז                                      ,6771,24-11-2008,21.0,13.9,-
ירושלים מרכז                                      ,6771,25-11-2008,22.6,13.8,-
ירושלים מרכז                                      ,6771,26-11-2008,24.4,15.5,-
ירושלים מרכז                                      ,6771,27-11-2008,22.2,13.6,-
ירושלים מרכז                                      ,6771,28-11-2008,16.4,12.2,-
ירושלים מרכז                                      ,6771,29-11-2008,16.0,10.1,-
ירושלים מרכז                                      ,6771,30-11-2008,19.0,9.4,-
ירושלים מרכז                                      ,6771,01-12-2008,21.6,12.2,-
ירושלים מרכז                                      ,6771,02-12-2008,19.9,12.3,-
ירושלים מרכז                                      ,6771,03-12-2008,19.9,11.8,-
ירושלים מרכז                                      ,6771,04-12-2008,18.9,11.8,-
ירושלים מרכז                                      ,6771,05-12-2008,19.4,12.1,-
ירושלים מרכז                                      ,6771,06-12-2008,21.0,12.8,-
ירושלים מרכז                                      ,6771,07-12-2008,22.8,12.6,-
ירושלים מרכז                                      ,6771,08-12-2008,18.0,11.9,-
ירושלים מרכז                                      ,6771,09-12-2008,15.5,10.7,-
ירושלים מרכז                                      ,6771,10-12-2008,14.7,9.7,-
ירושלים מרכז                                      ,6771,11-12-2008,14.5,7.2,-
ירושלים מרכז                                      ,6771,12-12-2008,17.4,8.0,-
ירושלים מרכז                                      ,6771,13-12-2008,16.5,10.6,-
ירושלים מרכז                                      ,6771,14-12-2008,15.1,10.8,-
ירושלים מרכז                                      ,6771,15-12-2008,15.6,10.3,-
ירושלים מרכז                                      ,6771,16-12-2008,15.3,9.2,-
ירושלים מרכז                                      ,6771,17-12-2008,15.9,8.6,-
ירושלים מרכז                                      ,6771,18-12-2008,17.4,9.8,-
ירושלים מרכז                                      ,6771,19-12-2008,20.8,12.0,-
ירושלים מרכז                                      ,6771,20-12-2008,20.5,13.8,-
ירושלים מרכז                                      ,6771,21-12-2008,19.0,12.1,-
ירושלים מרכז                                      ,6771,22-12-2008,13.2,10.0,-
ירושלים מרכז                                      ,6771,23-12-2008,11.9,8.0,-
ירושלים מרכז                                      ,6771,24-12-2008,11.0,7.3,-
ירושלים מרכז                                      ,6771,25-12-2008,9.1,5.8,-
ירושלים מרכז                                      ,6771,26-12-2008,9.8,5.8,-
ירושלים מרכז                                      ,6771,27-12-2008,11.1,6.8,-
ירושלים מרכז                                      ,6771,28-12-2008,14.7,6.6,-
ירושלים מרכז                                      ,6771,29-12-2008,12.0,8.1,-
ירושלים מרכז                                      ,6771,30-12-2008,13.7,8.7,-
ירושלים מרכז                                      ,6771,31-12-2008,8.9,5.7,-
ירושלים מרכז                                      ,6771,01-01-2009,6.4,2.9,-
ירושלים מרכז                                      ,6771,02-01-2009,9.3,2.5,-
ירושלים מרכז                                      ,6771,03-01-2009,11.3,4.9,-
ירושלים מרכז                                      ,6771,04-01-2009,12.5,3.9,-
ירושלים מרכז                                      ,6771,05-01-2009,14.2,6.7,-
ירושלים מרכז                                      ,6771,06-01-2009,16.2,7.6,-
ירושלים מרכז                                      ,6771,07-01-2009,15.7,9.7,-
ירושלים מרכז                                      ,6771,08-01-2009,14.2,9.3,-
ירושלים מרכז                                      ,6771,09-01-2009,12.7,7.9,-
ירושלים מרכז                                      ,6771,10-01-2009,15.3,7.3,-
ירושלים מרכז                                      ,6771,11-01-2009,14.1,9.3,-
ירושלים מרכז                                      ,6771,12-01-2009,10.5,6.4,-
ירושלים מרכז                                      ,6771,13-01-2009,10.8,2.7,-
ירושלים מרכז                                      ,6771,14-01-2009,12.9,5.3,-
ירושלים מרכז                                      ,6771,15-01-2009,15.6,7.3,-
ירושלים מרכז                                      ,6771,16-01-2009,15.9,10.2,-
ירושלים מרכז                                      ,6771,17-01-2009,14.7,9.8,-
ירושלים מרכז                                      ,6771,18-01-2009,13.7,8.8,-
ירושלים מרכז                                      ,6771,19-01-2009,12.3,8.2,-
ירושלים מרכז                                      ,6771,20-01-2009,14.5,7.8,-
ירושלים מרכז                                      ,6771,21-01-2009,16.5,8.5,-
ירושלים מרכז                                      ,6771,22-01-2009,17.3,10.3,-
ירושלים מרכז                                      ,6771,23-01-2009,15.5,8.6,-
ירושלים מרכז                                      ,6771,24-01-2009,15.9,8.4,-
ירושלים מרכז                                      ,6771,25-01-2009,15.2,7.6,-
ירושלים מרכז                                      ,6771,26-01-2009,17.6,11.3,-
ירושלים מרכז                                      ,6771,27-01-2009,16.5,9.2,-
ירושלים מרכז                                      ,6771,28-01-2009,20.8,11.4,-
ירושלים מרכז                                      ,6771,29-01-2009,16.9,8.5,-
ירושלים מרכז                                      ,6771,30-01-2009,12.9,6.7,-
ירושלים מרכז                                      ,6771,31-01-2009,12.6,7.7,-
ירושלים מרכז                                      ,6771,01-02-2009,11.4,5.9,-
ירושלים מרכז                                      ,6771,02-02-2009,15.4,7.5,-
ירושלים מרכז                                      ,6771,03-02-2009,16.9,8.0,-
ירושלים מרכז                                      ,6771,04-02-2009,20.0,10.3,-
ירושלים מרכז                                      ,6771,05-02-2009,22.5,12.7,-
ירושלים מרכז                                      ,6771,06-02-2009,16.4,9.2,-
ירושלים מרכז                                      ,6771,07-02-2009,16.5,8.9,-
ירושלים מרכז                                      ,6771,08-02-2009,18.3,11.3,-
ירושלים מרכז                                      ,6771,09-02-2009,24.0,14.7,-
ירושלים מרכז                                      ,6771,10-02-2009,14.8,4.2,-
ירושלים מרכז                                      ,6771,11-02-2009,10.6,4.0,-
ירושלים מרכז                                      ,6771,12-02-2009,15.7,7.9,-
ירושלים מרכז                                      ,6771,13-02-2009,18.9,10.0,-
ירושלים מרכז                                      ,6771,14-02-2009,18.7,10.6,-
ירושלים מרכז                                      ,6771,15-02-2009,14.8,7.9,-
ירושלים מרכז                                      ,6771,16-02-2009,11.8,6.4,-
ירושלים מרכז                                      ,6771,17-02-2009,9.5,5.5,-
