שם תחנה,מספר תחנה,תאריך,טמפרטורת מקסימום(C°),טמפרטורת מינימום(C°),משך זהירת שמש(דקות)
ירושלים מרכז                                      ,6771,18-02-2009,13.2,5.2,-
ירושלים מרכז                                      ,6771,19-02-2009,17.5,8.5,-
ירושלים מרכז                                      ,6771,20-02-2009,13.5,8.5,-
ירושלים מרכז                                      ,6771,21-02-2009,8.9,3.3,-
ירושלים מרכז                                      ,6771,22-02-2009,7.7,4.8,-
ירושלים מרכז                                      ,6771,23-02-2009,11.6,4.5,-
ירושלים מרכז                                      ,6771,24-02-2009,13.9,7.5,-
ירושלים מרכז                                      ,6771,25-02-2009,14.0,7.7,-
ירושלים מרכז                                      ,6771,26-02-2009,16.9,8.5,-
ירושלים מרכז                                      ,6771,27-02-2009,13.1,3.9,-
ירושלים מרכז                                      ,6771,28-02-2009,7.9,3.0,-
ירושלים מרכז                                      ,6771,01-03-2009,7.8,2.2,-
ירושלים מרכז                                      ,6771,02-03-2009,8.8,5.2,-
ירושלים מרכז                                      ,6771,03-03-2009,11.2,7.0,-
ירושלים מרכז                                      ,6771,04-03-2009,16.9,6.8,-
ירושלים מרכז                                      ,6771,05-03-2009,19.9,12.0,-
ירושלים מרכז                                      ,6771,06-03-2009,23.2,14.0,-
ירושלים מרכז                                      ,6771,07-03-2009,26.7,17.6,-
ירושלים מרכז                                      ,6771,08-03-2009,22.8,13.9,-
ירושלים מרכז                                      ,6771,09-03-2009,14.5,8.5,-
ירושלים מרכז                                      ,6771,10-03-2009,13.5,8.4,-
ירושלים מרכז                                      ,6771,11-03-2009,18.7,8.8,-
ירושלים מרכז                                      ,6771,12-03-2009,18.5,10.1,-
ירושלים מרכז                                      ,6771,13-03-2009,16.3,8.7,-
ירושלים מרכז                                      ,6771,14-03-2009,12.1,7.3,-
ירושלים מרכז                                      ,6771,15-03-2009,9.4,7.3,-
ירושלים מרכז                                      ,6771,16-03-2009,11.7,5.6,-
ירושלים מרכז                                      ,6771,17-03-2009,13.1,5.1,-
ירושלים מרכז                                      ,6771,18-03-2009,12.9,7.0,-
ירושלים מרכז                                      ,6771,19-03-2009,15.7,6.2,-
ירושלים מרכז                                      ,6771,20-03-2009,17.3,10.6,-
ירושלים מרכז                                      ,6771,21-03-2009,16.3,8.4,-
ירושלים מרכז                                      ,6771,22-03-2009,17.9,6.3,-
ירושלים מרכז                                      ,6771,23-03-2009,20.0,10.0,-
ירושלים מרכז                                      ,6771,24-03-2009,10.0,4.4,-
ירושלים מרכז                                      ,6771,25-03-2009,12.3,6.8,-
ירושלים מרכז                                      ,6771,26-03-2009,15.9,7.3,-
ירושלים מרכז                                      ,6771,27-03-2009,16.4,9.3,-
ירושלים מרכז                                      ,6771,28-03-2009,11.0,6.7,-
ירושלים מרכז                                      ,6771,29-03-2009,12.8,6.5,-
ירושלים מרכז                                      ,6771,30-03-2009,13.5,7.0,-
ירושלים מרכז                                      ,6771,31-03-2009,16.7,7.4,-
ירושלים מרכז                                      ,6771,01-04-2009,21.7,10.3,-
ירושלים מרכז                                      ,6771,02-04-2009,25.3,16.2,-
ירושלים מרכז                                      ,6771,03-04-2009,21.5,10.8,-
ירושלים מרכז                                      ,6771,04-04-2009,19.8,12.2,-
ירושלים מרכז                                      ,6771,05-04-2009,24.6,12.3,-
ירושלים מרכז                                      ,6771,06-04-2009,24.0,12.5,-
ירושלים מרכז                                      ,6771,07-04-2009,18.3,9.2,-
ירושלים מרכז                                      ,6771,08-04-2009,16.0,10.0,-
ירושלים מרכז                                      ,6771,09-04-2009,14.6,9.2,-
ירושלים מרכז                                      ,6771,10-04-2009,18.6,7.8,-
ירושלים מרכז                                      ,6771,11-04-2009,20.9,10.1,-
ירושלים מרכז                                      ,6771,12-04-2009,25.8,14.9,-
ירושלים מרכז                                      ,6771,13-04-2009,25.6,16.5,-
ירושלים מרכז                                      ,6771,14-04-2009,28.9,19.1,-
ירושלים מרכז                                      ,6771,15-04-2009,27.8,10.0,-
ירושלים מרכז                                      ,6771,16-04-2009,14.2,10.2,-
ירושלים מרכז                                      ,6771,17-04-2009,15.6,9.4,-
ירושלים מרכז                                      ,6771,18-04-2009,19.0,9.3,-
ירושלים מרכז                                      ,6771,19-04-2009,22.7,11.1,-
ירושלים מרכז                                      ,6771,20-04-2009,27.2,16.1,-
ירושלים מרכז                                      ,6771,21-04-2009,27.6,18.2,-
ירושלים מרכז                                      ,6771,22-04-2009,29.7,16.8,-
ירושלים מרכז                                      ,6771,23-04-2009,24.7,12.4,-
ירושלים מרכז                                      ,6771,24-04-2009,16.5,11.4,-
ירושלים מרכז                                      ,6771,25-04-2009,21.6,11.8,-
ירושלים מרכז                                      ,6771,26-04-2009,19.4,11.6,-
ירושלים מרכז                                      ,6771,27-04-2009,22.8,11.5,-
ירושלים מרכז                                      ,6771,28-04-2009,22.1,11.5,-
ירושלים מרכז                                      ,6771,29-04-2009,27.3,15.0,-
ירושלים מרכז                                      ,6771,30-04-2009,19.9,12.2,-
ירושלים מרכז                                      ,6771,01-05-2009,18.6,10.8,-
ירושלים מרכז                                      ,6771,02-05-2009,22.0,9.9,-
ירושלים מרכז                                      ,6771,03-05-2009,26.7,16.6,-
ירושלים מרכז                                      ,6771,04-05-2009,29.5,15.1,-
ירושלים מרכז                                      ,6771,05-05-2009,18.0,12.2,-
ירושלים מרכז                                      ,6771,06-05-2009,19.8,10.4,-
ירושלים מרכז                                      ,6771,07-05-2009,18.9,10.6,-
ירושלים מרכז                                      ,6771,08-05-2009,19.4,10.5,-
ירושלים מרכז                                      ,6771,09-05-2009,17.6,11.2,-
ירושלים מרכז                                      ,6771,10-05-2009,20.0,10.9,-
ירושלים מרכז                                      ,6771,11-05-2009,21.0,10.4,-
ירושלים מרכז                                      ,6771,12-05-2009,23.3,13.4,-
ירושלים מרכז                                      ,6771,13-05-2009,27.1,14.5,-
ירושלים מרכז                                      ,6771,14-05-2009,26.2,15.1,-
ירושלים מרכז                                      ,6771,15-05-2009,27.9,17.3,-
ירושלים מרכז                                      ,6771,16-05-2009,30.6,21.9,-
ירושלים מרכז                                      ,6771,17-05-2009,33.6,23.2,-
ירושלים מרכז                                      ,6771,18-05-2009,35.9,24.6,-
ירושלים מרכז                                      ,6771,19-05-2009,29.4,18.4,-
ירושלים מרכז                                      ,6771,20-05-2009,25.9,18.4,-
ירושלים מרכז                                      ,6771,21-05-2009,26.4,17.7,-
ירושלים מרכז                                      ,6771,22-05-2009,27.8,17.5,-
